slug,name,date,dateEnd,dateDisplay,prefecture,region,location,tags,description,url,imageUrl,status
okibota-max-2026-sunshine,オキボタ MAX 2026 in サンシャインシティ,2026-09-19,2026-09-21,2026.09.19-21,東京,関東,サンシャインシティ文化会館ビル 2階 展示ホールD-1〜4,即売会|大型,合同会社OKIBOTA・オーキッド＆ボタニカルフェア実行委員会が主催する大型ボタニカルフェス。洋蘭・東洋蘭・古典植物・観葉植物・多肉植物・食虫植物・ビカクシダ・熱帯植物などが全国から集まり、植物展示品評会も開かれる。池袋サンシャインシティ文化会館ビル2階の展示ホールD-1〜4で9月19日から21日までの3日間開催。,https://h27664.wixsite.com/orchidbotanical/en/blank-4/okibotamax2026,,upcoming
kourep-2026-autumn,コウレプ2026秋,2026-09-19,2026-09-20,2026.09.19-20,兵庫,関西,神戸サンボーホール,即売会,兵庫県神戸市・神戸サンボーホールで開催される体験型展示即売会。爬虫類や猛禽類などの生体が中心のイベントだが、塊根植物（コーデックス）・アガベ・ビカクシダなど珍奇植物の即売ブースも出展する。ふれあいコーナーや飲食コーナーもあり、前売券を販売中。,https://kourep.jp,,upcoming
one-love-sano-2026,ONE LOVE 〜その優しさが未来を繋ぐ〜,2026-09-20,2026-09-20,2026.09.20,栃木,関東,CARPE DIEM,即売会|マルシェ,栃木県佐野市・CARPE DIEMで開催される、関東で活動する植物グループIPFM（茨城）・GPF（群馬）・LGCS（埼玉）による一度限りの合同チャリティイベント。植物出店は趣味家オンリーで、アガベ・ユッカ・サボテンなどが並ぶ。家族やペットと一緒に楽しめ、来場が支援につながる企画。雨天予備日は10月10日。,https://oneloveoneheart.jp/live/,https://oneloveoneheart.jp/wp/wp-content/themes/oneloveoneheart/assets/images/og__images.png,upcoming
wi-wi-botanical-minokamo-2026-09,Wi-Wi BOTANICAL Vol.2,2026-09-20,2026-09-20,2026.09.20,岐阜,東海,リバーポートパーク美濃加茂,マルシェ|即売会,岐阜県美濃加茂市・木曽川沿いのリバーポートパーク美濃加茂で開催される植物マルシェの第2回。「植物も、人も、つながる一日。」をテーマに、植物・園芸をはじめフード、暮らしの雑貨、ワークショップ、音楽が集まる。川辺の景色の中で家族で楽しめる構成。入場無料・雨天決行。,https://kani.goguynet.jp/2026/06/03/wi-wi-botanical/,https://kani.goguynet.jp/wp-content/uploads/sites/257/2026/05/P5240040.jpg,upcoming
jusai-ichinomiya-autumn-2026,樹祭 一宮 2026 Autumn,2026-09-21,2026-09-22,2026.09.21-22,愛知,東海,尾張一宮駅前ビル i-ビル（愛知県一宮市）,即売会,一宮市の尾張一宮駅前ビル i-ビルで開かれる植物イベント「樹祭」。一宮での開催は2回目で、21日は7階の一宮シビックホール、22日は3階シビックテラスでも同時開催する。21日は12時開場で12時から13時までが先行入場、22日は9時開場。国内外から集まる出店者の植物が並ぶ。,https://jusai.link/,,upcoming
collect-plants-2026-09,Collect Plants（コレクトプランツ）,2026-09-22,2026-09-23,2026.09.22-23,熊本,九州,グランメッセ熊本,大型|即売会|珍奇植物,グランメッセ熊本で開催される九州最大級の珍奇植物・希少植物の展示即売会。全国から約150店が集結する完全屋内イベント。,https://collect-plants.com/,https://collect-plants.com/cms/wp-content/uploads/2025/06/collectplants_mv2_pc.png,upcoming
plant-to-new-home-2026-09,plant to new home,2026-09-26,2026-09-27,2026.09.26-27,愛知,東海,久屋大通庭園フラリエ,即売会,名古屋・久屋大通庭園フラリエにて、サボテン・多肉・珍奇植物の即売イベント。bwoocraftplants主催、前年に続く開催。,https://www.instagram.com/bwoocraftplants/,,upcoming
gifu-midori-marche-2nd-2026-09,第2回 岐阜みどりのマルシェ,2026-09-26,2026-09-26,2026.09.26,岐阜,東海,パレットピアおおの ふわふわ広場,マルシェ|即売会,サボテン・多肉植物などの植物店が集まる岐阜のマルシェ第2回。,https://www.instagram.com/gifumdrnmarche/,,upcoming
greensnap-marche-yokohama-2026-autumn,GreenSnap Marche YOKOHAMA 2026 Autumn,2026-09-26,2026-09-27,2026.09.26-27,神奈川,関東,山下公園 おまつり広場,マルシェ|大型,山下公園で開催される植物と花のマルシェ秋開催。多肉植物や雑貨、ワークショップが集まる。,https://greensnap.jp/event/events/greensnap-marche-yokohama-2026-autumn/,https://ycvb.yokohama/img_data/yw12201_1.webp,upcoming
isij-big-bazaar-2026-09-27,9月のサボテン・多肉植物ビッグバザール,2026-09-27,2026-09-27,2026.09.27,東京,関東,五反田TOCビル 13階,大型|即売会,ISIJ（国際多肉植物協会）主催のサボテン・多肉植物ビッグバザール。五反田TOCビル13階で開催される秋の定例即売会。,http://isij.net/,,upcoming
fukuoka-green-party-7th-2026,第7回 福岡グリーンパーティー,2026-09-27,2026-09-27,2026.09.27,福岡,九州,志摩中央公園 屋根付きプロムナード（糸島市）,即売会|マルシェ,福岡で開かれる入場無料の園芸イベント「グリパ」の第7回。多肉植物・サボテン・アガベ・塊根植物・ビカクシダなど幅広いジャンルの店が集まる。公式Instagramでは出店者紹介と協力店の告知が回を追って公開され、会場で提供される飲食を「グリパ飯」として別枠で案内している。,https://www.instagram.com/fukuoka_green_party/,,upcoming
myoko-taniku-market-15th-2026,妙高多肉市場 vol.15,2026-09-27,2026-09-27,2026.09.27,新潟,北陸,フィールド妙高（道の駅あらい東側）,即売会|マルシェ,妙高多肉市場の第15回。道の駅あらい東側エリアのフィールド妙高で、多肉植物・アガベ・塊根植物を中心に陶器鉢やガーデン雑貨が並ぶ屋外即売会。雁木下スペース9店舗とテント出店で構成され、キッチンカーも出店する。出店は新潟・長野・富山・石川在住者と過去出店者に限定されている。,https://www.instagram.com/_myoko_plants_market_/,,upcoming
tochigi-tanippe-2026-10,栃木★多肉フェス タニッペ,2026-10-03,2026-10-04,2026.10.03-04,栃木,関東,ゆうがおパーク,即売会,栃木県下野市のゆうがおパークで開催される多肉植物・アガベ・塊根植物の即売会。多肉植物愛好家のための大型イベント。,https://www.instagram.com/rinrin_rinarina/,,upcoming
on-the-plants-vol9-fukuoka-2026-10,On the Plants Vol.09,2026-10-03,2026-10-04,2026.10.03-04,福岡,九州,福岡アイランドシティフォーラム,即売会,福岡・アイランドシティで開催される九州最大級の複合販売イベント第9回。希少植物・塊根植物・多肉植物に加え、クラフトや生体ブースも並ぶ。,https://ontheplants.com/,,upcoming
botanical-botanical-fukuoka-2026-10,BOTANICAL BOTANICAL FUKUOKA,2026-10-03,2026-10-04,2026.10.03-04,福岡,九州,調整中,即売会,植物イベントシリーズ BOTANICAL BOTANICAL の福岡開催回。公式Instagramのプロフィールで会期が告知されている段階で、会場は未発表。同シリーズは大阪・東京・茨城(鹿嶋)などで開催されてきた巡回型のイベント。会場が発表され次第、当ページを更新する。,https://www.instagram.com/botanical.botanical/,,upcoming
taniku-midori-marche-flarie-2026-10,多肉とみどりのマルシェ in フラリエ 秋,2026-10-10,2026-10-12,2026.10.10-12,愛知,東海,久屋大通庭園フラリエ,マルシェ|即売会,名古屋都心の久屋大通庭園フラリエで開催される多肉植物・珍奇植物・ハンドメイド雑貨のマルシェ。日替わりでセミナーやワークショップも開催。,https://www.instagram.com/taniku_to_midori_no_marche/,,upcoming
ibatama-vol9-2026-10,いばたま vol.9,2026-10-11,2026-10-12,2026.10.11-12,茨城,関東,共和電設とねミドリ館（古河市）,即売会|マルシェ,「多肉と雑貨と旨いもの」がテーマのイベント第9回。アガベ・サボテン・エケベリア・寄せ植え・雑貨が並ぶ2日間。,https://www.instagram.com/ibatama.ta29/,,upcoming
narabikakufes-vol2-2026,NARABIKAKUFES vol.2,2026-10-12,2026-10-12,2026.10.12,奈良,関西,奈良市役所 芝生広場,即売会,ビカクシダを中心とした植物と奈良の飲食店が集まる屋外イベントの第2回。入場無料・駐車場あり、近鉄新大宮駅から徒歩約5分。,https://www.instagram.com/nara.bikakufes/,https://tc-animate.techorus-cdn.com/resize_image/resize_image.php?image=34546791.JPG&width=1200&height=630,upcoming
enjoy-place-5th-2026-10,enjoy place 5th,2026-10-17,2026-10-17,2026.10.17,埼玉,関東,シマムラ園芸 第2ハウス（越谷市）,即売会|マルシェ,古道具TANITEN主催。多肉植物・サボテン・ガーデン雑貨・古道具にキッチンカーも並ぶイベント第5回。,https://www.instagram.com/taniten_kengo202/,,upcoming
taniku-midori-marche-nabana-2026-10,多肉とみどりのマルシェ in なばなの里 (第13回・秋),2026-10-23,2026-10-25,2026.10.23-25,三重,東海,なばなの里 B駐車場 特設会場,マルシェ|即売会,三重県桑名市・なばなの里にて開催される第13回「多肉とみどりのマルシェ」秋開催。多肉植物・観葉植物・花苗、ハンドメイド雑貨、ガーデニング用品、キッチンカーが集結。入場無料。,https://www.instagram.com/nagashima_marche/,,upcoming
garden-link-festa-2026-10,Garden Link Festa,2026-10-24,2026-10-24,2026.10.24,茨城,関東,研究学園駅前公園,マルシェ|即売会,茨城県つくば市の研究学園駅前公園で開かれる多肉植物の屋外イベント。開催は10月24日の10時から15時まで。主催は「多肉と人とつながる」を掲げており、多肉植物の販売とハンドメイド雑貨の出店が並ぶ構成。駅前公園での開催のため公共交通でのアクセスがしやすい。,https://www.instagram.com/garden_link_festa/,,upcoming
botanical-botanical-osaka-2026-10,BOTANICAL BOTANICAL OSAKA,2026-10-31,2026-11-01,2026.10.31-11.01,大阪,関西,調整中,即売会,植物イベントシリーズ BOTANICAL BOTANICAL の大阪開催回。公式Instagramのプロフィールで会期が告知されている段階で、会場は未発表。同シリーズは大阪・東京・茨城(鹿嶋)などで開催されてきた巡回型のイベント。会場が発表され次第、当ページを更新する。,https://www.instagram.com/botanical.botanical/,,upcoming
myoko-taniku-oichi-2026-11,妙高多肉大市 2026,2026-10-31,2026-11-01,2026.10.31-11.01,新潟,北陸,調整中,即売会|マルシェ,妙高多肉市場が発表した2026年秋の開催日程。10月31日（土）と11月1日（日）の実質2日連続開催で、11月1日は年内最終回として「妙高多肉大市」と銘打って開催される。会場は未発表（シリーズの通常会場はフィールド妙高）。,https://www.instagram.com/_myoko_plants_market_/,,upcoming
purari-plants-vol3-2026-11,ぷらりぷらんつ vol.3 × feel 15th Anniversary,2026-11-01,2026-11-01,2026.11.01,大阪,関西,石川河川公園,マルシェ|即売会|多肉植物,大阪・羽曳野市の石川河川公園で開催される植物マルシェの第3回。ガーデンショップfeelの15周年記念合同企画で、多肉植物・アガベ・サボテン・ビザールプランツ・花・園芸雑貨・キッチンカーなど60ブース以上が出店予定。,https://www.instagram.com/p/DawfLgtBta5/,,upcoming
chuushokushobutsusai-2026,食虫植物祭2026 (Carnivorous Plants Carnival #4),2026-11-07,2026-11-08,2026.11.07-08,兵庫,関西,兵庫県立フラワーセンター,即売会,食虫植物専門の祭典 (Carnivorous Plants Carnival #4)。全国の食虫植物ファンと出店者が集結する即売会・展示会。主催: Heli's Garden。,https://helisgarden.wraptas.site/2a8bb776d6808058961ccd2509c2704f,,upcoming
enjoy-place-outside-2nd-2026-11,enjoy place outside 2nd,2026-11-07,2026-11-07,2026.11.07,茨城,関東,研究学園駅前公園（つくば市）,即売会|マルシェ,TANITEN主催の屋外版第2回。植物・アンティーク・クラフト系の出店が集まる。,https://www.instagram.com/taniten_kengo202/,,upcoming
wonder-market-2026-11,Wonder Market（2026年11月）,2026-11-08,2026-11-08,2026.11.08,埼玉,関東,キヤッセ羽生（埼玉県羽生市三田ヶ谷）,マルシェ|大型,羽生市の農林公園キヤッセ羽生で開かれるマーケット。植物をメインに、めだか・ハンドメイド・雑貨・ワークショップ・フードなどが並び、約130店舗が集まる。主催はPalm Healing。,https://www.instagram.com/_wonder_market_/,,upcoming
the-botanical-show-6th-2026,THE BOTANICAL SHOW 6TH,2026-11-14,2026-11-15,2026.11.14-15,神奈川,関東,茅ヶ崎中央公園,大型|マルシェ|即売会,神奈川県茅ヶ崎市の茅ヶ崎中央公園で2日間開かれる「植物と暮らしのマーケット」の第6回。植物にクラフトと音楽を組み合わせた湘南の大型マーケットで、アガベなど植物店が多数出店する。公式Instagramではシャトルバスの時刻表、先行入場のプレミアム販売、ステージのVIPチケット(完売)、ボランティア募集などが案内されており、運営規模の大きいイベント。,https://www.instagram.com/the_botanical_show/,,upcoming
botanical-botanical-okinawa-2026-11,BOTANICAL BOTANICAL OKINAWA,2026-11-14,2026-11-15,2026.11.14-15,沖縄,九州,調整中,即売会,植物イベントシリーズ BOTANICAL BOTANICAL の沖縄開催回。公式Instagramのプロフィールで会期が告知されている段階で、会場は未発表。同シリーズは大阪・東京・茨城(鹿嶋)などで開催されてきた巡回型のイベント。会場が発表され次第、当ページを更新する。,https://www.instagram.com/botanical.botanical/,,upcoming
nagomi-marche-kazo-2026-11,和 -NAGOMI- 多肉と雑貨のガーデンマルシェ,2026-11-15,2026-11-15,2026.11.15,埼玉,関東,加須はなさき公園,マルシェ|即売会,埼玉県加須市の加須はなさき公園で開かれる多肉植物と雑貨のガーデンマルシェ。開催は11月15日の10時から15時まで。多肉植物の販売と雑貨の出店を組み合わせた構成で、公園の広場を使った屋外開催のため天候の影響を受けやすい点は留意したい。,https://www.instagram.com/nagomi_marche_2023/,,upcoming
isij-big-bazaar-2026-11-22,11月のサボテン・多肉植物ビッグバザール,2026-11-22,2026-11-22,2026.11.22,東京,関東,五反田TOCビル 13階,大型|即売会,ISIJ（国際多肉植物協会）主催のサボテン・多肉植物ビッグバザール。五反田TOCビル13階で開催される年内最後の定例即売会。,http://isij.net/,,upcoming
awajishima-taniku-smile-marche-3rd-2026,第3回 淡路島多肉DEすまいるマルシェ,2026-11-22,2026-11-22,2026.11.22,兵庫,関西,洲本市民広場,マルシェ|即売会,多肉植物店が集まる淡路島のマルシェ第3回。キッチンカーやじゃんけん大会などの企画も。,https://www.instagram.com/mahota029/,,upcoming
kyoto-midorino-marche-bangaihen-vol10-2026,Kyoto みどりのマルシェ 番外編 vol.10,2026-11-28,2026-11-28,2026.11.28,京都,関西,TauT阪急洛西口 高架下,マルシェ|即売会,京都みどりのマルシェの番外編第10回。多肉植物・ユーフォルビア・アガベ中心のマーケット。,https://www.instagram.com/midorino_marche/,,upcoming
chinki-shokubutsu-fair-4th-kasugai-2026,第四回 珍奇植物フェア,2026-11-29,2026-11-29,2026.11.29,愛知,東海,ナゴヤハウジングセンター春日井会場,即売会|珍奇植物,愛知県春日井市で開かれる珍奇植物フェアの第4回。多肉植物・サボテン・アガベ・塊根植物を扱う店が集まる即売イベント。運営は珍奇植物フェア実行委員会による委員会制で、単独の主催者ではなく実行委員が共同で企画・運営する形をとっている。,https://www.instagram.com/chinki_syokubutu_5/,,upcoming
okibota-december-2026-sunshine,オキボタ December 2026 in サンシャインシティ,2026-12-04,2026-12-06,2026.12.04-06,東京,関東,サンシャインシティ文化会館ビル 青エリア,即売会|大型,オーキッド＆ボタニカル主催の大型即売会。洋蘭・東洋蘭・食虫植物・エアプランツ・熱帯植物・シダなどを扱う出店者が全国から集まる。池袋サンシャインシティ文化会館ビル青エリアで12月4日から6日までの3日間開催。,https://h27664.wixsite.com/orchidbotanical/en/blank-4/okibotadecember2026-in-sanshainshiti,,upcoming
hanatomofesta-2026,第9回 花友フェスタ,2026-12-19,,2026.12.19,大阪,関西,インテックス大阪,大型|マルシェ,"インテックス大阪で開催の日本最大級ガーデニングの祭典。園芸超人カーメン君がアンバサダー。前売¥1,600。",https://hanatomofesta.com/,https://hanatomofesta.com/files/libs/7138/202602261755302855.png,upcoming
tokai-okibota-2026,東海オキボタ 2026,2026-12-20,2026-12-20,2026年12月20日（日）,愛知,東海,東海市立勤労センター,即売会,オーキッド＆ボタニカルが愛知県東海市で開く即売会。洋蘭・東洋蘭・食虫植物・エアプランツ・熱帯植物などを扱う出店者が集まる。12月19日9:30から20日15:00までの2日間開催。,https://h27664.wixsite.com/orchidbotanical/en/blank-4/tokaiokibota-2026,,upcoming
isij-big-bazaar-2027-01-10,サボテン・多肉植物ビッグバザール（2027年1月）,2027-01-10,2027-01-10,2027.01.10,東京,関東,調整中,即売会|大型,国際多肉植物協会（ISIJ）が公式サイトで発表した2027年のビッグバザール日程のうち1月回。2027年1月10日（日）の開催で、会場は未発表。,http://isij.net/,,upcoming
isij-big-bazaar-2027-03-14,サボテン・多肉植物ビッグバザール（2027年3月）,2027-03-14,2027-03-14,2027.03.14,東京,関東,調整中,即売会|大型,国際多肉植物協会（ISIJ）が公式サイトで発表した2027年のビッグバザール日程のうち3月回。2027年3月14日（日）の開催で、会場は未発表。,http://isij.net/,,upcoming
isij-big-bazaar-2027-05-23,サボテン・多肉植物ビッグバザール（2027年5月）,2027-05-23,2027-05-23,2027.05.23,東京,関東,調整中,即売会|大型,国際多肉植物協会（ISIJ）が公式サイトで発表した2027年のビッグバザール日程のうち5月回。2027年5月23日（日）の開催で、会場は未発表。,http://isij.net/,,upcoming
isij-big-bazaar-2027-07-11,サボテン・多肉植物ビッグバザール（2027年7月）,2027-07-11,2027-07-11,2027.07.11,東京,関東,調整中,即売会|大型,国際多肉植物協会（ISIJ）が公式サイトで発表した2027年のビッグバザール日程のうち7月回。2027年7月11日（日）の開催で、会場は未発表。,http://isij.net/,,upcoming
isij-big-bazaar-2027-09-26,サボテン・多肉植物ビッグバザール（2027年9月）,2027-09-26,2027-09-26,2027.09.26,東京,関東,調整中,即売会|大型,国際多肉植物協会（ISIJ）が公式サイトで発表した2027年のビッグバザール日程のうち9月回。2027年9月26日（日）の開催で、会場は未発表。,http://isij.net/,,upcoming
isij-big-bazaar-2027-11-28,サボテン・多肉植物ビッグバザール（2027年11月）,2027-11-28,2027-11-28,2027.11.28,東京,関東,調整中,即売会|大型,国際多肉植物協会（ISIJ）が公式サイトで発表した2027年のビッグバザール日程のうち11月回。2027年11月28日（日）の開催で、会場は未発表。,http://isij.net/,,upcoming
kumagaya-taniku-fes-2026,第2回 熊谷多肉フェス,2026-02-14,2026-02-15,2026.02.14-15,埼玉,関東,,即売会,埼玉県で開催された多肉植物の専門マーケット。,,,past
miyashita-park-popup-2026,MIYASHITA PARK Pop-Up Store,2026-02-18,2026-03-01,2026.02.18-3.1,東京,関東,MIYASHITA PARK,即売会,渋谷の大型商業施設での期間限定ポップアップストア。,,,past
ibaraki-sky-palette-2026,いばらきスカイパレット 植物マルシェ,2026-02-21,2026-02-21,2026.02.21,茨城,関東,,マルシェ,茨城県の屋外施設で開催された植物マーケット。,,,past
plant-freaks-4th-2026,PLANT FREAKS 4th,2026-02-28,2026-03-08,2026.02.28-3.8,東京,関東,東京,大型,植物好きのための大型フェスティバル。,,,past
bizarrefarm-spring-fes-2026,bizarrefarm SPRING FES 2026,2026-03-28,2026-03-29,2026.03.28-29,埼玉,関東,道の駅いちごの里よしみ,即売会,道の駅いちごの里よしみで開催される多肉植物・サボテンの即売会。キッチンカーも出店する春の恒例イベント。,,,past
botanical-botanical-osaka,BOTANICAL BOTANICAL OSAKA,2026-03-28,2026-03-29,2026.03.28-29,大阪,関西,大阪,即売会|大型,大阪で開催されるボタニカルイベント。多様な植物愛好家やショップが出店する2日間の即売会です。,,,past
nara-botanical-garden-2026,ならの植物園2026,2026-03-28,2026-03-29,2026.03.28-29,奈良,関西,磯城郡田原本町,即売会|展示会,奈良県田原本町で開催される植物の展示即売イベント。アガベや多肉植物を扱う出店者が集まります。,,,past
bota-magic-2026,BOTA☆MAGIC,2026-03-29,2026-03-29,2026.03.29,和歌山,関西,本町公園芝生エリア,即売会|マルシェ,和歌山・本町公園で開催されるボタニカルマジックイベント。多肉植物やグリーンを中心としたマルシェ。,,,past
wakayama-green-marche,和歌山グリーンマルシェ,2026-03-29,2026-03-29,2026.03.29,和歌山,関西,和歌山,マルシェ|即売会,多肉植物やサボテンを中心とした青果品が集まる地域マルシェ。新鮮な植物の即売会です。,,,past
joyful-festival-2026,JOYFUL FESTIVAL,2026-04-04,2026-04-05,2026.04.04-05,千葉,関東,ジョイフル本田 千葉ニュータウン店,即売会,ジョイフル本田千葉ニュータウン店で開催される植物の即売イベント。多肉植物や観葉植物が集まります。,,,past
seiseihatake-2026,実生畑でつかまえて 2026,2026-04-04,2026-04-04,2026.04.04,東京,関東,Toky (日本橋久松町),即売会,東京・日本橋で開催される植物即売会。実生から育成した珍奇植物が集まるイベント。,,,past
shokuenseisai-5th,植縁祭 5th,2026-04-04,2026-04-05,2026.04.04-04.05,愛媛,四国,なかやまフラワーハウス,即売会|マルシェ,愛媛県伊予市で開催される植物イベント。多肉植物やサボテンの即売会。,,,past
the-botanical-show,THE BOTANICAL SHOW 5th,2026-04-04,2026-04-05,2026.04.04-05,神奈川,関東,THE OUTLETS SHONAN HIRATSUKA,即売会|展示会,湘南平塚アウトレットで開催されるボタニカルイベント。,,,past
bromeliad-festa-spring-2026,BROMELIAD FESTA SPRING 2026,2026-04-05,2026-04-05,2026.04.05,東京,関東,板橋区立文化会館,即売会|ブロメリア,ブロメリア専門の即売会。,,,past
plants-junkee-12th-2026,プランツジャンキー 12th,2026-04-05,2026-04-05,2026.04.05,大阪,関西,大阪南港ATC ITM棟 4F特設会場,即売会|大型,大阪南港ATCで開催される大型植物即売イベント第12回。アガベ、多肉植物、ビザールプランツなど多数出店。,,,past
hanauchu-dream-garden-26,第26回 花宇宙ドリームガーデン,2026-04-10,2026-04-12,2026.04.10-12,兵庫,関西,,即売会,兵庫県川西市で開催される大型植物イベント。多肉植物やサボテンの専門店が集結。,,,past
okibota-spring-2026-sunshine,オキボタ Spring 2026 in サンシャインシティー,2026-04-10,2026-04-12,2026.04.10-04.12,東京,関東,サンシャインシティ,即売会,東京・池袋のサンシャインシティで開催される植物即売会。多様な植物が揃うイベント。,,https://sunshinecity.jp/archives/001/202603/1f24737a056714394aad6df81c43215e883e3d262f85d7610e941dc5e1eae825.jpg,past
mebuki-sai-2026,芽吹祭,2026-04-11,2026-04-19,2026.04.11-19,東京,関東,,即売会,東京・新宿で開催される春の植物イベント。アガベや多肉植物を含む多彩な植物が集まる展示即売会。,https://www.instagram.com/p/DVx3uBMD3Sc/,,past
greensnap-marche-yokohama-2026,GreenSnap Marche YOKOHAMA 2026,2026-04-11,2026-04-12,2026.04.11-12,神奈川,関東,山下公園おまつり広場,マルシェ|大型|即売会,日本最大級の植物コミュニティ「GreenSnap」主催。山下公園おまつり広場にて。前回は約4万人来場。入場無料。,,,past
iku-matsuri-ichinomiya-spring,樹祭 in 一宮 2026春,2026-04-11,2026-04-12,2026.04.11-12,愛知,東海,,即売会,愛知県一宮市で開催される植物即売イベント。アガベ・塊根植物・観葉植物のショップが多数出店する大型即売会です。,,,past
tilly-fes-vol5-2026,Tilly FES Vol.5,2026-04-11,2026-04-12,2026.04.11-12,東京,関東,SPACE BANKSIA（東京都渋谷区）,即売会,チランジア（エアプランツ）専門イベント。SPACE BANKSIAにて全国のティランジア専門ショップが集結。,,,past
agave-meeting-2026-kobe,AGAVE MEETING 2026 KOBE,2026-04-12,2026-04-12,2026.04.12,兵庫,関西,,即売会,神戸で開催されるアガベ専門の即売会。全国のアガベ愛好家とショップが集結する専門的なイベントです。,,,past
jungle-plants-market,JUNGLE PLANTS MARKET,2026-04-12,2026-04-12,2026.04.12,埼玉,関東,,即売会,埼玉県久喜市で開催されるジャングルプランツのマルシェ。アロイドやジャングルプランツが揃う。,,,past
monster-plants-2nd-marugame-2026,モンスタープランツ 第2弾,2026-04-12,2026-04-12,2026.04.12,香川,四国,綾歌総合文化会館アイレックス,即売会|珍奇植物,香川県丸亀市で開催される珍奇植物販売会。入場無料。,,,past
sora-to-taiyo-marche-2026,空と太陽のマルシェ,2026-04-12,2026-04-12,2026.04.12,茨城,関東,,即売会,茨城空港で開催されるグリーンマルシェ。多肉植物やハンドメイド雑貨が集まる屋外イベント。,,,past
plants-plants-plants-2026,PLANTS PLANTS PLANTS,2026-04-13,2026-04-13,2026.04.13,岐阜,東海,岐阜県内,即売会,岐阜県で開催される植物即売会。,,,past
taniku-moromoro-2026-spring,多肉もろもろ市場 2026春,2026-04-15,,2026.04 中旬,兵庫,関西,道の駅 北はりまエコミュージアム,即売会|マルシェ,兵庫県西脇市で開催される多肉植物専門の青空即売会。全国のブリーダーや販売者が集まる人気イベント。,,,past
shokubutsu-hyakkaten-2026,植物百貨展,2026-04-17,2026-04-18,2026.04.17-18,東京,関東,東京都内,即売会|展示会|大型,東京で開催される大型植物展示即売会。,,,past
botanical-circus-7-2026,Botanical Circus 7,2026-04-18,2026-04-19,2026.04.18-19,東京,関東,,即売会,東京・京橋で開催されるビザールプランツ・珍奇植物の展示即売イベント第7回。,https://daybook-botanical.com/2026-botanical-events/,https://i0.wp.com/daybook-botanical.com/wp-content/uploads/2026/01/image-1.png?fit=2240%2C1260&ssl=1,past
fujiyama-days-little-green-park-2026,FUJIYAMA DAYS LITTLE GREEN PARK,2026-04-18,2026-04-19,2026.04.18-19,静岡,東海,,即売会,富士市の大人気イベント「FUJIYAMA DAYS」にnattoku住宅がブース出店いたします！／オーナー様限定キッチンカーチケットのプレゼントも！6/1(土)2(日)富士中央公園にて、nattoku住宅が協賛させていただいているイベント「,https://www.nattoku.jp/event/p42164/,,past
plants-2306-3rd-anniversary-2026,PLANTS 2306 3rd ANNIVERSARY FESTIVAL,2026-04-18,2026-04-19,2026.04.18-19,三重,東海,,即売会,三重県で開催されるPLANTS 2306の3周年記念フェスティバル。植物の展示即売会。,https://www.instagram.com/p/DV5jlbngcH-/,https://takez.jp/wp-content/uploads/2025/07/IMG_4716.jpeg,past
bts-beppu-taniku-show-2026,BTS - BEPPU TANIKU SHOW,2026-04-18,2026-04-18,2026.04.18,大分,九州,別府市内,即売会|多肉植物,大分県別府市で開催される多肉植物の即売会。,,,past
fuji-taniku-plants-marche-2026,富士多肉プランツマルシェ,2026-04-18,2026-04-18,2026.04.18,静岡,東海,啓芳園,即売会,静岡県富士宮市の啓芳園で開催される多肉植物の即売マルシェ。,,,past
plants-fes-vol3-ehime-2026,PLANTS FES Vol.3,2026-04-19,,2026.04.19,愛媛,四国,,即売会,愛媛県で開催される多肉植物・アガベの即売イベント第3回。spikybase/MELLOW PLANTS COFFEE主催。,,,past
plants-fes-vol3,PLANTS FES vol.3,2026-04-19,2026-04-19,2026.04.19,愛媛,四国,,即売会,愛媛県で開催される植物フェス第3弾。多肉植物やアガベを中心とした即売・マルシェイベントです。,,,past
monster-plants-2026,モンスタープランツ 2026,2026-04-20,2026-04-20,2026.04.20,東京,関東,,即売会,希少な植物種が集まる大規模展示会。全国から愛好家が集結するイベントです。,,,past
raflum-popup-nagoya-takashimaya-2026,RAFLUM POP-UP（ジェイアール名古屋タカシマヤ）,2026-04-22,2026-04-28,2026.04.22-28,愛知,東海,,即売会,ジェイアール名古屋タカシマヤで開催されるRAFLUMのポップアップストア。多肉植物・珍奇植物の展示販売。,https://raflum.com/,,past
haru-cactus-succulent-kuro-toyama-2026,春のサボテン・多肉植物展 ―特別展示 黒―,2026-04-24,2026-04-26,2026.04.24-26,富山,北陸,富山県中央植物園,展示会|即売会,富山県中央植物園で開催される春のサボテン・多肉植物展。特別展示「黒」をテーマにした展示即売会。,,,past
haru-saboten-taniku-fair-sapporo-2026,春のサボテン多肉植物フェア,2026-04-24,2026-04-26,2026.04.24-26,北海道,北海道,花のとびつか,即売会,札幌カクタスクラブが道内最大級の園芸店「花のとびつか」(札幌市北区新琴似町)の一角を借りて開いたサボテン・多肉植物のフェア。会期は4月24日から26日の3日間、9時から16時30分まで(最終日は15時終了)。春の開催はこのときが初の試みで、会員がそれぞれ個別ブースを構えて販売する形式をとった。育てた本人と直接話して買えるのが特徴で、サボテン・多肉植物のほかディッキア、アガベ、ユーフォルビア、エケベリア、塊根植物が並んだ。会計は花のとびつかとは別で、各ブースごとに行われた。,https://www.instagram.com/p/DVxEjm0iWCA/,,past
